Record,Total flat segments,Total flat segments > 100ms,Average duration (ms),Longest flat segment (ms),Shortest flat segment (ms)
0,8,25.0,-0.08
37,40,11.11111111111111,-0.05
58,61,11.11111111111111,-0.05
158,161,11.11111111111111,-0.18
194,197,11.11111111111111,-0.08
211,215,13.888888888888888,-0.035
256,259,11.11111111111111,0.03
292,295,11.11111111111111,0.035
319,322,11.11111111111111,0.21
334,337,11.11111111111111,0.04
344,347,11.11111111111111,-0.02
387,390,11.11111111111111,-0.12
391,394,11.11111111111111,-0.125
404,407,11.11111111111111,-0.12
423,426,11.11111111111111,-0.095
467,470,11.11111111111111,0.07
488,491,11.11111111111111,-0.005
505,509,13.888888888888888,0.025
519,522,11.11111111111111,0.035
589,592,11.11111111111111,-0.07
638,641,11.11111111111111,-0.185
658,661,11.11111111111111,-0.125
662,665,11.11111111111111,-0.135
744,747,11.11111111111111,-0.015
815,819,13.888888888888888,-0.1
878,882,13.888888888888888,-0.18
886,889,11.11111111111111,-0.18
893,896,11.11111111111111,-0.17
993,996,11.11111111111111,-0.035
1037,1040,11.11111111111111,0.095
1065,1068,11.11111111111111,-0.125
1108,1111,11.11111111111111,-0.2
1112,1115,11.11111111111111,-0.185
1126,1129,11.11111111111111,-0.155
1158,1161,11.11111111111111,-0.11
1205,1208,11.11111111111111,-0.03
1235,1238,11.11111111111111,0.0
1252,1255,11.11111111111111,-0.02
1406,1409,11.11111111111111,-0.085
1427,1430,11.11111111111111,-0.025
1444,1447,11.11111111111111,-0.09
1534,1537,11.11111111111111,-0.13
1585,1588,11.11111111111111,-0.225
1639,1642,11.11111111111111,-0.11
1682,1687,16.666666666666668,-0.05
1691,1694,11.11111111111111,-0.035
1724,1727,11.11111111111111,-0.05
1773,1776,11.11111111111111,-0.095
1849,1852,11.11111111111111,-0.185
1865,1868,11.11111111111111,-0.15
1871,1874,11.11111111111111,-0.11
1875,1879,13.888888888888888,-0.125
1919,1924,16.666666666666668,-0.105
2017,2020,11.11111111111111,-0.215
2088,2091,11.11111111111111,-0.305
2111,2114,11.11111111111111,-0.25
2126,2129,11.11111111111111,-0.215
2175,2178,11.11111111111111,-0.19
2185,2188,11.11111111111111,-0.18
2208,2211,11.11111111111111,-0.175
2321,2324,11.11111111111111,-0.37
2339,2342,11.11111111111111,-0.33
2355,2358,11.11111111111111,-0.285
2363,2366,11.11111111111111,-0.235
2395,2398,11.11111111111111,-0.17
2445,2448,11.11111111111111,-0.19
2483,2486,11.11111111111111,-0.01
2493,2496,11.11111111111111,-0.16
2541,2544,11.11111111111111,-0.24
2546,2550,13.888888888888888,-0.32
2555,2558,11.11111111111111,-0.325
2594,2598,13.888888888888888,-0.215
2607,2610,11.11111111111111,-0.19
2650,2653,11.11111111111111,-0.1
2663,2666,11.11111111111111,-0.085
2689,2692,11.11111111111111,-0.1
2744,2749,16.666666666666668,-0.195
2817,2820,11.11111111111111,-0.285
2929,2933,13.888888888888888,-0.18
2971,2974,11.11111111111111,-0.32
3017,3020,11.11111111111111,-0.43
3052,3059,22.22222222222222,-0.385
3064,3067,11.11111111111111,-0.355
3069,3072,11.11111111111111,-0.335
3083,3086,11.11111111111111,-0.305
